bts_id,siec,standard,lokalizacja
1956,Orange, UMTS  5G ,Braniewo   
1957,Konkurent_3, UMTS  5G ,Milicz   
1958,Orange, UMTS  5G ,Oleśnica   
1959,Konkurent_2,   5G ,Knurów   
1960,Orange,  LTE  ,Miłakowo   
1961,Konkurent_2,GSM    ,Gubin   
1962,Orange,GSM UMTS   ,Golczewo   
1963,Konkurent_3,GSM    IOT,Chełmek   
1964,Orange,GSM UMTS   ,Lwówek Śląski  
1965,Konkurent_2, UMTS  5G ,Gryfice   
1966,Orange,GSM  LTE 5G ,Jaraczewo   
1967,Orange, UMTS  5G ,Żukowo   
1968,Konkurent_3,  LTE  IOT,Żywiec   
1969,Orange,GSM UMTS   ,Sędziszów   
1970,Orange,GSM    ,Wieluń   
1971,Konkurent_3,GSM  LTE  ,Lipsko   
1972,Konkurent_2,GSM    ,Żory   
1973,Konkurent_2,GSM    ,Pieszyce   
1974,Konkurent_1,  LTE  ,Kozienice   
1975,Konkurent_2,   5G IOT,Łomża   
1976,Konkurent_2, UMTS   ,Witnica   
1977,Konkurent_3,GSM   5G ,Krośniewice   
1978,Konkurent_2,GSM UMTS   ,Twardogóra   
1979,Orange, UMTS LTE  ,Czempiń   
1980,Orange,  LTE  ,Pieniężno   
1981,Konkurent_2,GSM UMTS LTE 5G ,Stopnica   
1982,Orange, UMTS LTE  ,Mysłowice   
1983,Konkurent_2, UMTS LTE  ,Stoczek Łukowski  
1984,Konkurent_1,GSM  LTE  ,Turek   
1985,Konkurent_2,GSM UMTS LTE  ,Wronki   
1986,Konkurent_2,  LTE  ,Połczyn-Zdrój   
1987,Konkurent_3,  LTE  ,Puszczykowo   
1988,Konkurent_1, UMTS   ,Miechów   
1989,Konkurent_3,GSM UMTS LTE  ,Sułkowice   
1990,Konkurent_1, UMTS   ,Daleszyce   
1991,Konkurent_2,  LTE  ,Dolsk   
1992,Konkurent_1,    IOT,Gościno   
1993,Orange,GSM UMTS LTE  ,Pionki   
1994,Orange,  LTE 5G ,Barcin   
1995,Konkurent_2,GSM  LTE  ,Bisztynek   
1996,Konkurent_2,  LTE 5G ,Człopa   
1997,Orange,  LTE 5G IOT,Radzyń Chełmiński  
1998,Konkurent_1,  LTE  ,Korsze   
1999,Orange,GSM  LTE  ,Toruń   
2000,Konkurent_2,  LTE 5G ,Skarżysko-Kamienna   
2001,Orange,   5G ,Gniewkowo   
2002,Konkurent_3,  LTE  ,Skarżysko-Kamienna   
2003,Konkurent_2,GSM  LTE  ,Oleszyce   
2004,Konkurent_2, UMTS   ,Korfantów   
2005,Konkurent_2, UMTS LTE 5G ,Elbląg   
2006,Konkurent_2,GSM  LTE 5G ,Września   
2007,Konkurent_3,GSM UMTS LTE  ,Ostrów Mazowiecka  
2008,Orange,  LTE  ,Starachowice   
2009,Konkurent_2,GSM    ,Działoszyn   
2010,Orange,GSM    ,Drawno   
2011,Orange,GSM  LTE  ,Tyczyn   
2012,Konkurent_1, UMTS  5G ,Drezdenko   
2013,Konkurent_3,GSM UMTS   ,Białobrzegi   
2014,Orange,  LTE  ,Żabno   
2015,Konkurent_2,  LTE  ,Sędziszów   
2016,Orange,  LTE  ,Starachowice   
2017,Orange,  LTE 5G ,Chmielnik   
2018,Konkurent_2,GSM    ,Siemiatycze   
2019,Konkurent_2,GSM   5G ,Mrągowo   
2020,Konkurent_2, UMTS LTE  ,Biecz   
2021,Orange,  LTE  ,Opalenica   
2022,Orange, UMTS LTE 5G IOT,Wysoka   
2023,Konkurent_3,  LTE  ,Bojanowo   
2024,Konkurent_3,  LTE  ,Bytów   
2025,Orange,  LTE  ,Sokołów Małopolski  
2026,Konkurent_2,GSM  LTE  ,Kożuchów   
2027,Konkurent_3, UMTS LTE  ,Czersk   
2028,Konkurent_3, UMTS LTE  ,Pilica   
2029,Konkurent_2,  LTE 5G ,Siechnice   
2030,Konkurent_2,   5G ,Sulejówek   
2031,Konkurent_3,GSM  LTE  ,Gozdnica   
2032,Konkurent_2,  LTE 5G ,Niepołomice   
2033,Konkurent_3,GSM    ,Gościno   
2034,Orange,GSM  LTE 5G ,Sanok   
2035,Konkurent_2,GSM    ,Rybnik   
2036,Konkurent_3,GSM  LTE 5G ,Jelcz-Laskowice   
2037,Konkurent_2, UMTS LTE  ,Kostrzyn nad Odrą 
2038,Konkurent_2, UMTS   ,Pszów   
2039,Konkurent_2, UMTS   ,Strzyżów   
2040,Orange, UMTS LTE 5G ,Wschowa   
2041,Orange, UMTS LTE  ,Brok   
2042,Konkurent_2,GSM  LTE  ,Stronie Śląskie  
2043,Konkurent_2,GSM UMTS  5G ,Bieruń   
2044,Orange,GSM   5G ,Pieszyce   
2045,Konkurent_3,  LTE 5G ,Recz   
2046,Konkurent_2,GSM UMTS   ,Radków   
2047,Orange, UMTS LTE  ,Młynary   
2048,Konkurent_2,GSM UMTS   ,Chocianów   
2049,Konkurent_3, UMTS LTE  ,Książ Wielkopolski  
2050,Konkurent_2,GSM UMTS LTE  ,Żerków   
2051,Konkurent_3, UMTS   ,Wojcieszów   
2052,Orange,GSM UMTS LTE  ,Czarne   
2053,Konkurent_1,GSM   5G ,Działoszyce   
2054,Konkurent_2, UMTS   ,Kunów   
2055,Orange, UMTS   ,Kłecko   
2056,Konkurent_3,GSM UMTS   ,Ozimek   
2057,Orange,   5G ,Jedwabne   
2058,Konkurent_3,GSM  LTE 5G ,Inowrocław   
2059,Konkurent_2, UMTS  5G ,Pszczyna   
2060,Konkurent_3,GSM   5G ,Michałowo   
2061,Konkurent_3, UMTS   ,Błonie   
2062,Konkurent_2, UMTS LTE  ,Drawno   
2063,Konkurent_2, UMTS LTE  ,Chojna   
2064,Orange,  LTE  ,Nowa Sól  
2065,Konkurent_3,GSM    ,Barlinek   
2066,Konkurent_2,GSM  LTE  ,Toszek   
2067,Orange,GSM UMTS   ,Łaszczów   
2068,Konkurent_3,GSM    ,Chorzów   
2069,Orange,    IOT,Solec Kujawski  
2070,Orange,GSM  LTE 5G IOT,Bartoszyce   
2071,Konkurent_1, UMTS LTE 5G IOT,Dobrzany   
2072,Orange,GSM    ,Sulejówek   
2073,Konkurent_2, UMTS LTE  ,Gdańsk   
2074,Konkurent_2,GSM  LTE  IOT,Zakliczyn   
2075,Konkurent_1,GSM    ,Kock   
2076,Orange,  LTE  ,Nasielsk   
2077,Konkurent_3,GSM  LTE  ,Ostróda   
2078,Konkurent_2, UMTS LTE  ,Grójec   
2079,Konkurent_2,  LTE  ,Olsztynek   
2080,Konkurent_1,GSM  LTE  IOT,Olszyna   
2081,Orange,GSM   5G IOT,Wieleń   
2082,Orange,  LTE  ,Szczyrk   
2083,Konkurent_1, UMTS  5G ,Niemodlin   
2084,Konkurent_1,GSM    IOT,Niemcza   
2085,Konkurent_3,GSM  LTE  ,Lubraniec   
2086,Konkurent_2,GSM UMTS  5G IOT,Ćmielów   
2087,Konkurent_3,GSM    IOT,Mieszkowice   
2088,Konkurent_2, UMTS LTE  ,Międzychód   
2089,Konkurent_2,GSM UMTS LTE 5G ,Nowe Miasto nad Pilicą
2090,Konkurent_2,GSM UMTS LTE  ,Zgierz   
2091,Orange,GSM  LTE  ,Szepietowo   
2092,Konkurent_2,GSM   5G ,Międzylesie   
2093,Konkurent_2,  LTE  ,Jarocin   
2094,Orange,  LTE 5G ,Nowogard   
2095,Konkurent_3,GSM UMTS LTE  ,Grabów nad Prosną 
2096,Orange,GSM UMTS   IOT,Bisztynek   
2097,Konkurent_2,GSM  LTE  ,Poznań   
2098,Konkurent_2,  LTE 5G ,Pyrzyce   
2099,Orange,GSM    IOT,Skaryszew   
2100,Konkurent_2,GSM UMTS   ,Gościno   
2101,Konkurent_2,GSM UMTS   ,Kórnik   
2102,Orange,GSM    ,Konstancin-Jeziorna   
2103,Konkurent_3,GSM UMTS LTE  ,Nowy Wiśnicz  
2104,Konkurent_1,GSM UMTS  5G ,Nieszawa   
2105,Konkurent_2, UMTS LTE 5G IOT,Pruszków   
2106,Orange,   5G ,Maków Mazowiecki  
2107,Konkurent_3,GSM UMTS   ,Suchań   
2108,Konkurent_2,GSM  LTE 5G ,Pasym   
2109,Konkurent_1,  LTE  ,Terespol   
2110,Konkurent_2,GSM UMTS  5G ,Knurów   
2111,Orange,  LTE  ,Niepołomice   
2112,Konkurent_1,  LTE  ,Stopnica   
2113,Konkurent_1, UMTS   ,Będzin   
2114,Konkurent_3, UMTS LTE  ,Szubin   
2115,Orange,GSM  LTE 5G ,Poniec   
2116,Orange,GSM    ,Kobylin   
2117,Konkurent_3, UMTS   ,Barczewo   
2118,Konkurent_3,    IOT,Kraków   
2119,Konkurent_2,  LTE  ,Międzybórz   
2120,Orange,  LTE  ,Andrychów   
2121,Konkurent_2, UMTS   ,Limanowa   
2122,Konkurent_2,GSM UMTS LTE  ,Świebodzin   
2123,Orange,GSM UMTS LTE  ,Rzepin   
2124,Orange, UMTS   ,Świerzawa   
2125,Konkurent_3,GSM  LTE  ,Żagań   
2126,Konkurent_2,  LTE 5G ,Tychowo   
2127,Konkurent_2, UMTS  5G ,Kcynia   
2128,Konkurent_2,   5G ,Góra   
2129,Orange,GSM   5G IOT,Kargowa   
2130,Konkurent_3,GSM UMTS   ,Łobżenica   
2131,Konkurent_3,   5G ,Rydułtowy   
2132,Konkurent_2,GSM UMTS   ,Czerniejewo   
2133,Orange, UMTS LTE  ,Muszyna   
2134,Konkurent_2,GSM    ,Łańcut   
2135,Konkurent_3, UMTS  5G ,Młynary   
2136,Konkurent_2,  LTE 5G ,Tłuszcz   
2137,Konkurent_3,  LTE  ,Złoczew   
2138,Orange,GSM UMTS  5G ,Imielin   
2139,Konkurent_1, UMTS  5G ,Słomniki   
2140,Orange,GSM  LTE  ,Debrzno   
2141,Konkurent_2,   5G ,Golina   
2142,Orange,GSM   5G ,Lubaczów   
2143,Konkurent_3,GSM    ,Błaszki   
2144,Konkurent_2,GSM    ,Strzegom   
2145,Konkurent_3,    IOT,Czersk   
2146,Orange,  LTE 5G ,Włocławek   
2147,Orange,GSM  LTE  ,Lipsk   
2148,Orange, UMTS LTE  ,Piekary Śląskie  
2149,Konkurent_3,   5G ,Kowalewo Pomorskie  
2150,Konkurent_2,   5G ,Pińczów   
2151,Konkurent_3, UMTS LTE  ,Gołańcz   
2152,Konkurent_1,GSM UMTS  5G IOT,Gubin   
2153,Konkurent_3,    IOT,Wieleń   
2154,Konkurent_1,GSM    ,Płock   
2155,Orange, UMTS   ,Kleszczele   
2156,Konkurent_2,   5G ,Suchowola   
2157,Konkurent_3, UMTS   IOT,Kunów   
2158,Orange,  LTE  ,Sędziszów Małopolski  
2159,Konkurent_3,GSM  LTE 5G ,Krobia   
2160,Orange, UMTS LTE  ,Włocławek   
2161,Konkurent_1,GSM UMTS   ,Chełmża   
2162,Konkurent_2,  LTE 5G ,Wieliczka   
2163,Konkurent_3,  LTE  ,Namysłów   
2164,Orange,GSM    ,Pruszcz Gdański  
2165,Orange, UMTS  5G ,Piwniczna-Zdrój   
2166,Konkurent_1,  LTE 5G ,Przecław   
2167,Orange, UMTS   ,Kalisz   
2168,Konkurent_3,GSM    ,Świdwin   
2169,Orange, UMTS   ,Dobra   
2170,Orange,GSM UMTS  5G ,Krasnystaw   
2171,Orange,GSM    ,Łask   
2172,Orange,GSM  LTE  ,Annopol   
2173,Orange,  LTE  ,Zagórów   
2174,Orange,GSM  LTE 5G ,Poddębice   
2175,Konkurent_2,  LTE  ,Gubin   
2176,Konkurent_2,GSM UMTS LTE 5G IOT,Reda   
2177,Konkurent_2,  LTE  ,Halinów   
2178,Konkurent_2, UMTS   ,Krosno   
2179,Konkurent_2,GSM UMTS LTE  ,Złocieniec   
2180,Konkurent_2,GSM UMTS   ,Boguszów-Gorce   
2181,Konkurent_3,   5G ,Tolkmicko   
2182,Konkurent_3,GSM    ,Wodzisław Śląski  
2183,Konkurent_2,GSM  LTE 5G ,Swarzędz   
2184,Konkurent_2,GSM    ,Brzeg   
2185,Konkurent_3,GSM UMTS LTE  ,Jutrosin   
2186,Konkurent_1,GSM    ,Kisielice   
2187,Orange,GSM   5G ,Wąchock   
2188,Konkurent_2, UMTS   ,Górzno   
2189,Konkurent_2,  LTE  ,Polanica-Zdrój   
2190,Orange,GSM  LTE  ,Krosno   
2191,Orange,GSM UMTS   ,Wasilków   
2192,Orange,  LTE  ,Myszyniec   
2193,Orange,GSM    ,Tłuszcz   
2194,Konkurent_3, UMTS   ,Mrągowo   
2195,Konkurent_3,   5G ,Świdnica   
2196,Orange,   5G ,Łaskarzew   
2197,Konkurent_3,  LTE  ,Chełmno   
2198,Konkurent_2,  LTE 5G ,Skalbmierz   
2199,Orange,GSM  LTE  ,Glinojeck   
2200,Orange,GSM  LTE 5G IOT,Drzewica   
2201,Orange,GSM  LTE 5G ,Chojnice   
2202,Konkurent_2,  LTE 5G ,Dębno   
2203,Konkurent_2,GSM   5G ,Nowy Tomyśl  
2204,Konkurent_3,   5G ,Nowy Dwór Gdański 
2205,Orange,GSM UMTS LTE  ,Krynica-Zdrój   
2206,Orange, UMTS LTE  ,Sławno   
2207,Konkurent_2,GSM  LTE 5G ,Goniądz   
2208,Konkurent_3,  LTE 5G ,Wolbórz   
2209,Orange,    IOT,Dąbrowa Tarnowska  
2210,Orange,GSM  LTE  ,Małogoszcz   
2211,Konkurent_2,GSM   5G ,Knyszyn   
2212,Konkurent_3, UMTS   ,Kościan   
2213,Konkurent_2,GSM  LTE  ,Borne Sulinowo  
2214,Konkurent_2,GSM UMTS LTE 5G ,Dęblin   
2215,Konkurent_2,  LTE  ,Rybnik   
2216,Konkurent_2,GSM    ,Krynki   
2217,Konkurent_3, UMTS   ,Ciechocinek   
2218,Konkurent_2, UMTS   ,Byczyna   
2219,Orange, UMTS LTE  IOT,Żerków   
2220,Konkurent_2, UMTS LTE  ,Złotoryja   
2221,Orange,GSM    ,Strzelce Opolskie  
2222,Konkurent_1, UMTS   ,Strzegom   
2223,Konkurent_2,   5G ,Wiązów   
2224,Konkurent_3, UMTS LTE  ,Bytom Odrzański  
2225,Konkurent_2,    IOT,Żabno   
2226,Konkurent_2,  LTE  ,Żary   
2227,Orange,  LTE  ,Ropczyce   
2228,Orange,  LTE  ,Bieżuń   
2229,Konkurent_3,  LTE  IOT,Siemiatycze   
2230,Orange, UMTS  5G ,Krzyż Wielkopolski  
2231,Orange,GSM  LTE  IOT,Strzegom   
2232,Konkurent_2, UMTS LTE 5G ,Rypin   
2233,Konkurent_1,GSM    ,Głuchołazy   
2234,Orange,  LTE  ,Kartuzy   
2235,Orange,GSM  LTE  ,Złotów   
2236,Orange,GSM UMTS LTE  ,Busko-Zdrój   
2237,Orange, UMTS  5G ,Żukowo   
2238,Orange,GSM UMTS   ,Muszyna   
2239,Konkurent_2,  LTE  ,Nowy Dwór Gdański 
2240,Orange,GSM UMTS LTE  ,Szczawnica   
2241,Konkurent_3,GSM UMTS   IOT,Resko   
2242,Konkurent_3, UMTS   ,Leszno   
2243,Konkurent_2,  LTE  IOT,Stawiski   
2244,Konkurent_3, UMTS  5G ,Witnica   
2245,Konkurent_1,GSM    IOT,Błażowa   
2246,Orange,  LTE  ,Nisko   
2247,Konkurent_1,  LTE  ,Zelów   
2248,Konkurent_2, UMTS LTE  ,Ustrzyki Dolne  
2249,Orange, UMTS  5G ,Koło   
2250,Konkurent_2, UMTS   ,Wałcz   
2251,Konkurent_2,GSM  LTE  ,Piotrków Trybunalski  
2252,Konkurent_1,GSM  LTE  ,Zalewo   
2253,Konkurent_3,GSM UMTS   ,Stalowa Wola  
2254,Konkurent_2,  LTE  IOT,Siechnice   
2255,Konkurent_2,GSM UMTS   ,Wąsosz   
2256,Konkurent_2,GSM    IOT,Łapy   
2257,Orange,GSM UMTS LTE  ,Zaklików   
2258,Orange, UMTS  5G ,Trzciel   
2259,Konkurent_1,   5G IOT,Biała Rawska  
2260,Orange, UMTS LTE  ,Wąbrzeźno   
2261,Konkurent_3,   5G ,Pajęczno   
2262,Orange, UMTS LTE  ,Sieraków   
2263,Konkurent_2,GSM   5G ,Dobiegniew   
2264,Orange,  LTE 5G ,Chełm   
2265,Orange, UMTS  5G ,Nasielsk   
2266,Konkurent_2,GSM  LTE 5G IOT,Olsztyn   
2267,Orange,GSM  LTE  ,Bystrzyca Kłodzka  
2268,Orange,GSM  LTE  ,Brzeg Dolny  
2269,Konkurent_2,GSM  LTE  ,Leszno   
2270,Orange,    IOT,Solec Kujawski  
2271,Orange,GSM    ,Głuchołazy   
2272,Konkurent_2, UMTS LTE  ,Rakoniewice   
2273,Konkurent_2, UMTS LTE  ,Tykocin   
2274,Konkurent_3, UMTS   ,Orzysz   
2275,Orange,  LTE  ,Łęczna   
2276,Konkurent_3,GSM  LTE  ,Jastrzębie-Zdrój   
2277,Konkurent_2,GSM  LTE  ,Knurów   
2278,Konkurent_3,   5G ,Płoty   
2279,Orange, UMTS  5G ,Lipsko   
2280,Konkurent_2,GSM    ,Łask   
2281,Konkurent_1,GSM    ,Goleniów   
2282,Orange, UMTS LTE  ,Prochowice   
2283,Konkurent_2,GSM UMTS LTE  IOT,Ozorków   
2284,Konkurent_3, UMTS  5G ,Siemiatycze   
2285,Konkurent_3,GSM   5G ,Zwierzyniec   
2286,Konkurent_1, UMTS LTE 5G ,Koszalin   
2287,Konkurent_2,GSM UMTS   ,Golczewo   
2288,Orange,GSM  LTE  ,Supraśl   
2289,Konkurent_1,  LTE  ,Jastarnia   
2290,Konkurent_2,  LTE  ,Rybnik   
2291,Konkurent_3,GSM UMTS   ,Lewin Brzeski  
2292,Konkurent_2,   5G ,Jastrzębie-Zdrój   
2293,Konkurent_1, UMTS LTE  ,Kazimierz Dolny  
2294,Konkurent_2,GSM  LTE 5G ,Bochnia   
2295,Konkurent_1, UMTS LTE  ,Bielsk Podlaski  
2296,Orange,    IOT,Szczytno   
2297,Orange, UMTS LTE  ,Wronki   
2298,Orange,GSM UMTS   ,Lubsko   
2299,Orange, UMTS   ,Urzędów   
2300,Orange,GSM  LTE 5G ,Rejowiec Fabryczny  
2301,Konkurent_2,  LTE 5G ,Suwałki   
2302,Konkurent_2,  LTE  IOT,Podkowa Leśna  
2303,Konkurent_3,    IOT,Pilzno   
2304,Orange,  LTE  ,Lubomierz   
2305,Orange, UMTS LTE  ,Kunów   
2306,Konkurent_3,GSM  LTE 5G ,Tykocin   
2307,Orange,GSM UMTS   ,Radymno   
2308,Konkurent_3,GSM  LTE  ,Wschowa   
2309,Orange,GSM  LTE  ,Bogatynia   
2310,Orange,GSM UMTS   IOT,Gąbin   
2311,Orange,  LTE  ,Kargowa   
2312,Konkurent_2,GSM UMTS   ,Zgorzelec   
2313,Konkurent_3,GSM  LTE  IOT,Słupsk   
2314,Konkurent_2,GSM  LTE 5G ,Trzebnica   
2315,Orange,GSM UMTS   ,Łazy   
2316,Konkurent_2,  LTE 5G ,Brzostek   
2317,Orange, UMTS   ,Pionki   
2318,Konkurent_3,  LTE  ,Malbork   
2319,Konkurent_2,   5G ,Kisielice   
2320,Konkurent_2, UMTS LTE  ,Baborów   
2321,Orange,GSM UMTS  5G ,Tuszyn   
2322,Konkurent_3,GSM  LTE  ,Strzelno   
2323,Orange, UMTS   ,Grabów nad Prosną 
2324,Orange,GSM    ,Krosno Odrzańskie  
2325,Konkurent_2,GSM UMTS  5G ,Warta   
2326,Orange,GSM  LTE 5G ,Rawa Mazowiecka  
2327,Konkurent_1,GSM    ,Sławków   
2328,Konkurent_2,  LTE  ,Jelcz-Laskowice   
2329,Orange,GSM  LTE  ,Mońki   
2330,Konkurent_3,GSM  LTE  ,Połaniec   
2331,Konkurent_2,  LTE  IOT,Międzychód   
2332,Konkurent_1,GSM UMTS   ,Brześć Kujawski  
2333,Konkurent_2,  LTE  ,Świerzawa   
2334,Konkurent_2,GSM  LTE 5G ,Bieżuń   
2335,Konkurent_3,GSM   5G ,Chocianów   
2336,Konkurent_3, UMTS   ,Dynów   
2337,Konkurent_2,   5G ,Śmigiel   
2338,Konkurent_2,GSM    ,Kalety   
2339,Orange,  LTE 5G ,Kazimierza Wielka  
2340,Orange,  LTE  ,Mysłowice   
2341,Konkurent_2,GSM  LTE 5G ,Zbąszyń   
2342,Orange,  LTE 5G ,Wyrzysk   
2343,Orange,GSM  LTE  ,Nałęczów   
2344,Orange,    IOT,Kluczbork   
2345,Konkurent_1,  LTE  ,Zakliczyn   
2346,Orange,GSM UMTS  5G ,Ostrowiec Świętokrzyski  
2347,Orange,GSM UMTS   IOT,Baranów Sandomierski  
2348,Konkurent_3,  LTE  ,Koziegłowy   
2349,Konkurent_2,  LTE  ,Mielec   
2350,Konkurent_2,    IOT,Okonek   
2351,Orange,GSM  LTE 5G ,Rajgród   
2352,Konkurent_2, UMTS   ,Kudowa-Zdrój   
2353,Konkurent_1, UMTS LTE 5G ,Zwoleń   
2354,Konkurent_2,GSM    ,Szklarska Poręba  
2355,Konkurent_2,GSM  LTE  ,Wronki   
2356,Konkurent_2, UMTS LTE  ,Trzebnica   
2357,Konkurent_1,GSM UMTS LTE  ,Prusice   
2358,Orange, UMTS   ,Tarnobrzeg   
2359,Konkurent_3,  LTE 5G ,Mieroszów   
2360,Konkurent_2,GSM    ,Osiek   
2361,Konkurent_2,GSM    ,Kudowa-Zdrój   
2362,Konkurent_1,GSM    ,Strumień   
2363,Konkurent_2,  LTE  ,Nowe Miasto nad Pilicą
2364,Konkurent_2,  LTE  ,Tczew   
2365,Konkurent_2,GSM UMTS   ,Gubin   
2366,Konkurent_3, UMTS  5G ,Węgorzyno   
2367,Konkurent_3, UMTS   ,Szprotawa   
2368,Konkurent_2,GSM  LTE  ,Izbica Kujawska  
2369,Orange, UMTS LTE  ,Sulmierzyce   
2370,Konkurent_3,  LTE  ,Szubin   
2371,Konkurent_1,GSM  LTE  ,Złotoryja   
2372,Orange,  LTE 5G ,Kobylin   
2373,Orange,   5G ,Zduny   
2374,Konkurent_2, UMTS   ,Koprzywnica   
2375,Konkurent_1,  LTE  ,Gryfów Śląski  
2376,Konkurent_2,GSM  LTE  ,Sandomierz   
2377,Konkurent_3,  LTE 5G ,Gdańsk   
2378,Konkurent_1,GSM   5G ,Jasień   
2379,Orange, UMTS LTE  ,Kraków   
2380,Konkurent_2,  LTE  IOT,Chocz   
2381,Orange,GSM UMTS LTE  ,Torzym   
2382,Konkurent_3,  LTE  IOT,Wałbrzych   
2383,Konkurent_1,   5G ,Pajęczno   
2384,Orange,GSM UMTS   ,Kobylin   
2385,Orange,GSM  LTE  ,Golub-Dobrzyń   
2386,Orange,GSM  LTE 5G ,Kałuszyn   
2387,Orange, UMTS   ,Złoczew   
2388,Konkurent_2,GSM  LTE  IOT,Ozorków   
2389,Orange,  LTE 5G IOT,Puszczykowo   
2390,Konkurent_3, UMTS LTE  ,Radzionków   
2391,Orange,  LTE  ,Chełmno   
2392,Konkurent_3, UMTS   ,Jaraczewo   
2393,Konkurent_1, UMTS LTE  ,Kozienice   
2394,Konkurent_3,GSM  LTE  ,Lubliniec   
2395,Konkurent_3, UMTS   ,Wysokie Mazowieckie  
2396,Orange, UMTS LTE  ,Wyrzysk   
2397,Orange,GSM  LTE  ,Kłodawa   
2398,Konkurent_2,GSM UMTS   ,Grudziądz   
2399,Orange,GSM UMTS  5G ,Świebodzin   
2400,Konkurent_2, UMTS LTE  ,Przecław   
2401,Orange,GSM UMTS LTE  ,Pułtusk   
2402,Konkurent_3,GSM  LTE  ,Wiązów   
2403,Konkurent_2,GSM    ,Reda   
2404,Konkurent_3, UMTS LTE  ,Wronki   
2405,Konkurent_3,GSM UMTS   ,Pelplin   
2406,Orange,  LTE  ,Nowy Tomyśl  
2407,Orange, UMTS   ,Jędrzejów   
2408,Orange,  LTE  ,Brześć Kujawski  
2409,Orange,GSM  LTE 5G ,Dębica   
2410,Konkurent_2,  LTE  ,Dzierzgoń   
2411,Konkurent_2,  LTE  ,Debrzno   
2412,Konkurent_2, UMTS LTE  IOT,Krasnobród   
2413,Konkurent_3,GSM    ,Kisielice   
2414,Konkurent_2,  LTE  ,Krotoszyn   
2415,Orange, UMTS LTE  ,Puck   
2416,Orange, UMTS  5G ,Bobolice   
2417,Konkurent_2, UMTS LTE  ,Lubsko   
2418,Konkurent_2, UMTS   ,Olkusz   
2419,Konkurent_2,GSM   5G ,Słubice   
2420,Konkurent_1,GSM    ,Różan   
2421,Konkurent_3,GSM    ,Poniec   
2422,Konkurent_3,GSM UMTS   ,Chełm   
2423,Konkurent_2,GSM    ,Szlichtyngowa   
2424,Konkurent_2, UMTS   ,Łaszczów   
2425,Konkurent_3,  LTE  IOT,Gryfice   
2426,Orange,GSM    ,Nałęczów   
2427,Konkurent_2,GSM    ,Michałowo   
2428,Konkurent_2,   5G ,Myszków   
2429,Konkurent_2,GSM   5G ,Łochów   
2430,Orange,GSM    ,Dobra   
2431,Konkurent_3,GSM  LTE  ,Góra Kalwaria  
2432,Orange,GSM  LTE  ,Pszczyna   
2433,Konkurent_3,  LTE 5G ,Biała Rawska  
2434,Orange,   5G ,Łosice   
2435,Orange,GSM    ,Mieszkowice   
2436,Orange,  LTE  ,Dobrzany   
2437,Orange,GSM    ,Międzyrzecz   
2438,Konkurent_2,GSM UMTS   IOT,Żelechów   
2439,Konkurent_2,  LTE  IOT,Sulęcin   
2440,Orange,GSM UMTS LTE  ,Środa Wielkopolska  
2441,Orange,  LTE  ,Bolków   
2442,Konkurent_3, UMTS  5G IOT,Lipno   
2443,Konkurent_2,  LTE  ,Bystrzyca Kłodzka  
2444,Konkurent_2,GSM UMTS   ,Brzostek   
2445,Konkurent_2,GSM    ,Pyzdry   
2446,Konkurent_3,  LTE 5G ,Zgierz   
2447,Orange, UMTS LTE  ,Knyszyn   
2448,Konkurent_1,  LTE  ,Tolkmicko   
2449,Konkurent_2,  LTE  ,Lubień Kujawski  
2450,Orange,GSM    ,Goniądz   
2451,Orange,GSM    ,Prószków   
2452,Konkurent_2,GSM  LTE  ,Ełk   
2453,Konkurent_2,GSM  LTE 5G ,Jasło   
2454,Orange, UMTS LTE  ,Szczekociny   
2455,Konkurent_3,GSM UMTS LTE  ,Radomsko   
2456,Konkurent_3,GSM  LTE 5G ,Kolbuszowa   
2457,Orange,GSM UMTS   ,Drzewica   
2458,Konkurent_2,GSM  LTE  ,Kalisz Pomorski  
2459,Konkurent_3,  LTE 5G ,Słupca   
2460,Konkurent_2,GSM UMTS   ,Tarnobrzeg   
2461,Konkurent_1, UMTS  5G ,Milicz   
2462,Konkurent_3, UMTS LTE 5G ,Rypin   
2463,Konkurent_3,    IOT,Dobrzyca   
2464,Orange,GSM  LTE  IOT,Dąbie   
2465,Orange,GSM UMTS   ,Skalbmierz   
2466,Konkurent_3,GSM  LTE  ,Człopa   
2467,Orange,GSM UMTS   ,Włoszczowa   
2468,Orange,GSM UMTS   ,Koprzywnica   
2469,Konkurent_2,GSM UMTS LTE  ,Sępólno Krajeńskie  
2470,Konkurent_2,GSM UMTS   ,Czarna Woda  
2471,Orange,  LTE 5G ,Gniezno   
2472,Konkurent_2,  LTE  ,Grybów   
2473,Konkurent_3,GSM  LTE  ,Kołaczyce   
2474,Konkurent_2,GSM  LTE 5G IOT,Limanowa   
2475,Orange,GSM    IOT,Biała   
2476,Orange,  LTE 5G ,Sompolno   
2477,Konkurent_3,  LTE  IOT,Wleń   
2478,Konkurent_2,GSM UMTS   ,Poddębice   
2479,Konkurent_2,GSM UMTS   ,Mikołajki   
2480,Orange,GSM    ,Żory   
2481,Konkurent_2, UMTS LTE  ,Kamień Krajeński  
2482,Orange, UMTS LTE 5G ,Tuchów   
2483,Konkurent_3,GSM   5G ,Gostynin   
2484,Konkurent_2,GSM UMTS LTE 5G ,Międzyzdroje   
2485,Konkurent_2,  LTE  ,Sokołów Małopolski  
